,playername,timestamp,accel_load_accum,distance_total
410,PLAYER_690,2024-03-05 15:06:27,557.737269,3716.338277
411,PLAYER_690,2024-03-06 13:29:57,381.371208,2669.970088
412,PLAYER_690,2024-03-07 22:00:00,648.996187,4344.927417
413,PLAYER_690,2024-03-08 23:00:00,268.832601,1835.869124
414,PLAYER_690,2024-03-09 16:00:00,820.726402,5875.265941
415,PLAYER_690,2024-03-11 15:45:00,331.361932,2423.011734
416,PLAYER_690,2024-03-12 13:50:05,507.642552,3578.852161
417,PLAYER_690,2024-03-13 12:50:30,446.520737,3161.940739
418,PLAYER_690,2024-03-14 13:17:00,261.408569,1762.885632
419,PLAYER_690,2024-03-15 14:43:00,711.745148,4451.373808
420,PLAYER_690,2024-03-16 16:25:00,708.761731,4611.53435
421,PLAYER_690,2024-03-17 16:28:00,837.206071,5497.61886
422,PLAYER_690,2024-03-19 14:02:00,294.646725,2151.508645
423,PLAYER_690,2024-03-20 13:28:00,325.341529,2404.834425
424,PLAYER_690,2024-03-21 21:35:00,580.767163,3559.619158
425,PLAYER_690,2024-03-22 22:45:00,263.821637,1868.332637
426,PLAYER_690,2024-03-24 17:00:00,636.686869,4166.171482
427,PLAYER_690,2024-03-24 19:40:00,198.447869,1309.6257
428,PLAYER_690,2024-07-01 14:26:47,375.781496,2728.356652
429,PLAYER_690,2024-07-02 14:25:00,350.224191,2640.042821
430,PLAYER_690,2024-07-03 14:30:48,38.254643,188.538801
431,PLAYER_690,2024-07-08 11:10:00,251.546387,1652.061443
432,PLAYER_690,2024-07-09 11:15:00,234.566963,1538.267815
433,PLAYER_690,2024-07-16 12:30:00,311.259827,1956.579181
434,PLAYER_690,2024-07-18 12:30:15,262.445205,1694.783043
435,PLAYER_690,2024-07-25 12:30:21,256.781721,1821.164197
436,PLAYER_690,2024-07-29 13:30:51,354.998967,2412.35115
437,PLAYER_690,2024-07-30 13:30:01,55.210308,337.925662
438,PLAYER_690,2024-07-30 14:30:41,339.922664,2171.237558
439,PLAYER_690,2024-07-31 13:30:00,37.036393,180.651564
440,PLAYER_690,2024-07-31 14:30:11,406.939098,2699.568504
441,PLAYER_690,2024-08-06 13:30:00,362.4276,2803.128766
442,PLAYER_690,2024-08-07 13:30:00,368.408428,2635.297202
443,PLAYER_690,2024-08-08 13:30:00,12.309501,75.961561
444,PLAYER_690,2024-08-08 14:30:00,392.592044,3012.518771
445,PLAYER_690,2024-09-04 12:25:00,295.508643,1728.177871
446,PLAYER_690,2024-09-05 11:50:00,346.908177,3457.753744
447,PLAYER_690,2024-09-10 13:45:00,442.807046,3244.467622
448,PLAYER_690,2024-09-11 14:15:00,147.224326,1168.314764
449,PLAYER_690,2024-09-25 13:33:00,488.372099,3452.106125
450,PLAYER_690,2024-09-27 13:20:00,565.586212,3989.64546
451,PLAYER_690,2024-09-28 13:00:00,392.488244,2904.558403
452,PLAYER_690,2024-09-30 13:20:00,669.143846,5070.176375
453,PLAYER_690,2024-10-02 14:05:00,502.662546,3550.831148
454,PLAYER_690,2024-10-04 13:30:00,649.255188,4604.679739
455,PLAYER_690,2024-10-05 12:30:00,570.86483,4034.571116
456,PLAYER_690,2024-10-07 13:20:00,716.178407,5303.879667
457,PLAYER_690,2024-10-08 13:40:00,634.596659,4122.897863
458,PLAYER_690,2024-10-09 14:30:00,363.259389,2483.254011
459,PLAYER_690,2024-10-10 13:00:00,714.843094,5036.972675
460,PLAYER_690,2024-10-11 12:30:00,216.670977,1397.057393
461,PLAYER_690,2024-10-17 13:30:00,0.1359,
462,PLAYER_690,2024-11-07 22:30:00,0.051697,
463,PLAYER_690,2024-11-17 18:00:11,0.227002,
464,PLAYER_690,2025-01-01 17:15:30,0.264838,0.01377
465,PLAYER_690,2025-01-01 20:00:14,0.264838,0.01377
466,PLAYER_690,2025-01-07 14:30:00,0.017134,
467,PLAYER_690,2025-01-11 15:20:00,0.516144,1.09964
468,PLAYER_690,2025-03-07 19:00:00,0.650221,0.464685
